Gene stable ID,Gene name
YLR291C,GCD7
YPL281C,ERR2
YOL164W,BDS1
YGR256W,GND2
YHR068W,DYS1
YPL241C,CIN2
YDL168W,SFA1
YPL190C,NAB3
YKL160W,ELF1
YLR390W,ECM19
YKL011C,CCE1
YPL113C,
YGR063C,SPT4
YDR300C,PRO1
YJR116W,TDA4
YLR157W-E,YLR157W-E
YDL085W,NDE2
YMR322C,SNO4
YLR140W,
YLR450W,HMG2
YLR331C,JIP3
YGR169C,PUS6
YPL029W,SUV3
YJL147C,MRX5
YBR188C,NTC20
YBR012C,
YLR021W,IRC25
tS(UGA)P,SUP16
YJL180C,ATP12
YIL174W,
YDR524W-C,YDR524W-C
YOR149C,SMP3
YJL039C,NUP192
YKL142W,MRP8
snR32,SNR32
snR77,SNR77
YMR311C,GLC8
YBL024W,NCL1
tX(XXX)D,
YMR124W,EPO1
YJL112W,MDV1
YDL016C,
YBR107C,IML3
YDL156W,CMR1
YJL068C,
YDL228C,
tE(UUC)K,
tA(AGC)G,
YDL239C,ADY3
YCR087C-A,
YOR172W,YRM1
YBR103W,SIF2
YLR394W,CST9
YOL143C,RIB4
tL(UAA)Q,
YFL041W,FET5
YAL059C-A,
YBL072C,RPS8A
YGL132W,
YDR309C,GIC2
YER067W,RGI1
YOR049C,RSB1
YJR033C,RAV1
YBR282W,MRPL27
YKL167C,MRP49
YCL022C,
YCR018C,SRD1
YLR156C-A,
YBR288C,APM3
YOL131W,
YPR137W,RRP9
YLR203C,MSS51
YPL219W,PCL8
YBL113C,
YMR230W-A,
YNL252C,MRPL17
YDR171W,HSP42
YDR364C,CDC40
YMR250W,GAD1
YJR010C-A,SPC1
YDL177C,
YCL048W-A,
YKL218C,SRY1
YPL222C-A,
YCL031C,RRP7
YLR384C,IKI3
YNL108C,YNL108C
YNL276C,
YPR132W,RPS23B
YOR141C,ARP8
YER104W,RTT105
YGR282C,BGL2
YOL112W,MSB4
YPR018W,RLF2
YLL011W,SOF1
YGR238C,KEL2
YOR228C,MCP1
YML048W,GSF2
YOR388C,FDH1
snR6,SNR6
YFR040W,SAP155
YPL168W,MRX4
tV(AAC)H,
YIL120W,QDR1
YKR053C,YSR3
YBR001C,NTH2
YDL150W,RPC53
YDR351W,SBE2
YIL101C,XBP1
YLR329W,REC102
tG(CCC)O,SUF5
YNL216W,RAP1
YLR133W,CKI1
YPL105C,SYH1
YDR335W,MSN5
YOR046C,DBP5
YJL136W-A,
YOR286W,RDL2
YKR069W,MET1
YGR047C,TFC4
YKR059W,TIF1
tG(UCC)G,SUF4
YMR289W,ABZ2
YAL036C,RBG1
YDL133W,SRF1
YER009W,NTF2
YBR202W,MCM7
YGR216C,GPI1
YLL010C,PSR1
YNL088W,TOP2
YHR061C,GIC1
YLR260W,LCB5
YIL053W,
YBR004C,GPI18
YCL016C,DCC1
YNL130C,CPT1
YMR287C,DSS1
YPL108W,
YNL153C,GIM3
YEL019C,MMS21
YDR359C,EAF1
YMR320W,
YFL016C,MDJ1
YDL180W,
YLR151C,PCD1
YKR033C,
YHL019C,APM2
YGL188C-A,
YDR371W,CTS2
YBR295W,PCA1
YNL186W,UBP10
YMR057C,
YLR249W,YEF3
YER096W,SHC1
YER017C,AFG3
YFL058W,THI5
YJL064W,
YML042W,CAT2
YDR524C-B,
YMR298W,LIP1
YFL030W,AGX1
YGR046W,TAM41
YGR099W,TEL2
YKR016W,
YEL043W,
YGL041C,
YNR056C,BIO5
tA(AGC)M2,
tG(GCC)C,SUF16
YPL043W,NOP4
YPR190C,RPC82
YLR388W,RPS29A
YDL003W,MCD1
YMR217W,GUA1
YLL057C,JLP1
YBR122C,MRPL36
YDR507C,GIN4
YJR077C,MIR1
YLR453C,RIF2
YAR053W,
YGL261C,PAU11
YOR302W,
snR78,SNR78
YBR206W,
YFL029C,CAK1
YMR122C,
YOR224C,RPB8
YOL146W,PSF3
YKR021W,ALY1
YBR130C,SHE3
YMR105W-A,
YJL066C,MPM1
YHR076W,PTC7
YMR085W,
YDL018C,ERP3
YDR218C,SPR28
YLL044W,
YGL122C,NAB2
YML121W,GTR1
YLR399C,BDF1
YJR031C,GEA1
YOR095C,RKI1
YAL037C-B,
YNL023C,FAP1
YJL183W,MNN11
YGR036C,CAX4
YGR147C,NAT2
tT(AGU)I1,
tE(UUC)M,
YGL011C,SCL1
YKR070W,
YNL332W,THI12
YNR065C,YNR065C
YLR335W,NUP2
tV(AAC)M1,
YDR379C-A,SDH6
YLR120C,YPS1
YEL069C,HXT13
YLR397C,AFG2
YLR097C,HRT3
YLR230W,
YOL150C,
tI(UAU)D,
YHR018C,ARG4
YNL107W,YAF9
YAR014C,BUD14
YOL089C,HAL9
YNL130C-A,DGR1
YEL057C,SDD1
tK(CUU)E2,
YJL034W,KAR2
YBL043W,ECM13
YOR171C,LCB4
YLR410W,VIP1
YJR142W,
YOL098C,SDD3
YDL148C,NOP14
YDR152W,GIR2
YMR001C,CDC5
YMR315W,
YOR089C,VPS21
YMR218C,TRS130
YCR089W,FIG2
YDR270W,CCC2
YDL207W,GLE1
YLR366W,
YCR022C,
YKL082C,RRP14
YJL157C,FAR1
YHL007C,STE20
YDR374C,PHO92
YNR029C,
YGR145W,ENP2
tP(UGG)O3,
YBR296C-A,
YDL025C,RTK1
YLR287C,
YBR205W,KTR3
YDL020C,RPN4
YJL044C,GYP6
YBR255W,MTC4
YLR161W,
YNL012W,SPO1
YHR115C,DMA1
YJR103W,URA8
YDR058C,TGL2
YEL071W,DLD3
YIR023W,DAL81
YER180C-A,SLO1
YIL029C,
YIR036W-A,
YJR112W,NNF1
YOL078W,AVO1
YJL129C,TRK1
YPR030W,CSR2
YGL185C,
YGL060W,YBP2
YIL076W,SEC28
YOL148C,SPT20
YPL138C,SPP1
YBR109C,CMD1
YDR164C,SEC1
YDR092W,UBC13
YHR043C,DOG2
YMR174C,PAI3
YBR161W,CSH1
YBR131C-A,
YPR201W,ARR3
YJL170C,ASG7
YDR099W,BMH2
YDL047W,SIT4
RDN25-1,RDN25-1
YDL190C,UFD2
YPR186C,PZF1
YBR221W-A,
YLR205C,HMX1
YER032W,FIR1
YJL188C,BUD19
YOR024W,YOR024W
YOR278W,HEM4
snR30,SNR30
YCR003W,MRPL32
tG(GCC)D2,
YLR360W,VPS38
YIL030W-A,
YIL008W,URM1
YDR525W-A,SNA2
YNL256W,FOL1
YKL138C-A,HSK3
YDL121C,
YDR012W,RPL4B
YHL035C,VMR1
YJL200C,ACO2
YJR136C,TTI2
YGL066W,SGF73
YDL236W,PHO13
YNL318C,HXT14
YAL009W,SPO7
YOL022C,TSR4
YLR245C,CDD1
YOR079C,ATX2
YNL240C,NAR1
YLR241W,CSC1
YBR166C,TYR1
YPR104C,FHL1
YDR087C,RRP1
YJR011C,
YJR050W,ISY1
YAL065C,
YLR171W,
YJR112W-A,
YOR091W,TMA46
YAL042C-A,YAL042C-A
YGL212W,VAM7
YGL152C,
YFL039C,ACT1
YGR018C,
YHL017W,
YKL023C-A,
YFR003C,YPI1
YML047C,PRM6
YOL051W,GAL11
YHR137C-A,
YML101C-A,YML101C-A
YAL028W,FRT2
YLR328W,NMA1
YGR215W,RSM27
YHR050W-A,
YAL015C,NTG1
YDR342C,HXT7
YGR231C,PHB2
YOR307C,SLY41
YOL007C,CSI2
YER154W,OXA1
YML079W,
YPL085W,SEC16
YLR159W,
YPL122C,TFB2
YOL165C,AAD15
YCL055W,KAR4
YML052W,SUR7
YBR132C,AGP2
YLR011W,LOT6
YER127W,LCP5
YAL032C,PRP45
YBR153W,RIB7
YLR188W,MDL1
YER063W,THO1
YHR063C,PAN5
YDR350C,ATP22
YGR100W,MDR1
YGR020C,VMA7
YJR051W,OSM1
YGL088W,
YGR275W,RTT102
YJR125C,ENT3
snR68,SNR68
YAL020C,ATS1
YLR312W-A,MRPL15
RPR1,RPR1
YOR222W,ODC2
YMR193W,MRPL24
YPR159C-A,
YPR109W,
YPL053C,KTR6
YFR030W,MET10
YLR207W,HRD3
YKL150W,MCR1
YEL035C,UTR5
YBR005W,RCR1
YMR172C-A,
tS(AGA)M,
YNL335W,DDI3
YGR243W,MPC3
YJL024C,APS3
YGR240C,PFK1
YML025C,YML6
YBR106W,PHO88
YFL053W,DAK2
YGR104C,SRB5
YDL085C-A,
YLR363C,NMD4
YDL103C,QRI1
YGL056C,SDS23
YKL169C,
YHR102W,KIC1
YJL212C,OPT1
YOR320C,GNT1
YOR318C,
YDR480W,DIG2
YOR259C,RPT4
YOL006C,TOP1
YJR061W,
YML106W,URA5
ETS2-1,ETS2-1
YHL010C,ETP1
YGL072C,
YJL001W,PRE3
YDL055C,PSA1
YGL233W,SEC15
YNL174W,
YPL237W,SUI3
YLR154W-C,TAR1
YBR210W,ERV15
YER098W,UBP9
YPL031C,PHO85
tN(GUU)F,
YNL005C,MRP7
YDR510W,SMT3
YIL085C,KTR7
YOR298W,MUM3
YOR217W,RFC1
YNR014W,
YBR301W,PAU24
YPR036W,VMA13
YBR076W,ECM8
YML014W,TRM9
YDR332W,IRC3
YBL062W,
YGR102C,GTF1
YKL105C,SEG2
YMR197C,VTI1
YLR372W,
YOR354C,MSC6
YML015C,TAF11
YNL129W,NRK1
YOR340C,RPA43
YOR179C,SYC1
YOR150W,MRPL23
YER066W,RRT13
YJR066W,TOR1
YLR452C,SST2
YKL151C,NNR2
YOR184W,SER1
YBR084C-A,RPL19A
YBR120C,CBP6
YHR173C,
YAL008W,FUN14
YML109W,ZDS2
YDR035W,ARO3
YAL035W,FUN12
YMR178W,
YOR127W,RGA1
YML006C,GIS4
YGL099W,LSG1
YML016C,PPZ1
YML096W,
YGL123W,RPS2
YOL087C,DUF1
YOR364W,
YOR210W,RPB10
YGL059W,PKP2
YBR272C,HSM3
YLL037W,
YKR088C,TVP38
YIL027C,
snR75,SNR75
YHR176W,FMO1
tY(GUA)M1,SUP5
YHR087W,RTC3
YGR039W,
YKL036C,
snR65,SNR65
tE(UUC)L,
YIL018W,RPL2B
YGR204C-A,
YDR033W,MRH1
YNL142W,MEP2
YNL262W,POL2
YLR262C-A,TMA7
YKR031C,SPO14
YIL063C,YRB2
YHR116W,COX23
YCR042C,TAF2
snR45,SNR45
YOR105W,
YPL262W,FUM1
YMR154C,RIM13
YOR393W,ERR1
YKL095W,YJU2
YDL090C,RAM1
YOR161C,PNS1
YDL219W,DTD1
YDR506C,GMC1
YJR043C,POL32
YNL232W,CSL4
snR72,SNR72
YNL110C,NOP15
YCR108C,
YDR393W,SHE9
YPR073C,LTP1
YKL097C,
YHR121W,LSM12
Q0130,OLI1
YGR160W,
YKL067W,YNK1
YPL221W,FLC1
YBR250W,SPO23
YKL178C,STE3
YJR106W,ECM27
YDL153C,SAS10
YEL038W,UTR4
YJL162C,JJJ2
tF(GAA)H1,
YBR263W,SHM1
YDR137W,RGP1
YMR028W,TAP42
YEL076C-A,
YGL183C,MND1
YHR171W,ATG7
YNR031C,SSK2
YBR228W,SLX1
YJR036C,HUL4
YOL015W,IRC10
YDR532C,KRE28
YER014C-A,BUD25
YBL033C,RIB1
YLR239C,LIP2
YKL020C,SPT23
YDL159W,STE7
YNR076W,PAU6
YIL068W-A,
YNR072W,HXT17
YDR289C,RTT103
YOR167C,RPS28A
YDL014W,NOP1
YJL168C,SET2
YHR014W,SPO13
YPR131C,NAT3
YPR125W,YLH47
YMR313C,TGL3
YBR167C,POP7
YFL010C,WWM1
YMR155W,
YAL068W-A,
YDR177W,UBC1
YGR246C,BRF1
YDL087C,LUC7
YFR031C-A,RPL2A
YLR318W,EST2
YLR376C,PSY3
YBR162C,TOS1
YER157W,COG3
YBR290W,BSD2
YDR055W,PST1
YOR262W,GPN2
YCR091W,KIN82
YNR054C,ESF2
YLR142W,PUT1
tS(CGA)C,SUP61
YLR105C,SEN2
YJL150W,
YLR400W,
YKL219W,COS9
YBR222C,PCS60
YDR518W,EUG1
YOL104C,NDJ1
YML133W-A,
YFL067W,
YMR309C,NIP1
YDR256C,CTA1
YGR170W,PSD2
YOR197W,MCA1
YER148W-A,
YJL036W,SNX4
YBR220C,
YMR104C,YPK2
YDR404C,RPB7
YER022W,SRB4
YHR179W,OYE2
YBR204C,LDH1
YDL106C,PHO2
YGL247W,BRR6
YGR219W,
YPL277C,
YOR329W-A,
YDR027C,VPS54
YHR034C,PIH1
YOL105C,WSC3
YOL135C,MED7
YBR254C,TRS20
YKR055W,RHO4
YLR211C,ATG38
YJR004C,SAG1
YPR062W,FCY1
tC(GCA)P2,
YNL321W,VNX1
YHR199C-A,NBL1
YLR157W-D,YLR157W-D
YML017W,PSP2
YBR302C,COS2
YPL182C,
YOR094W,ARF3
YJL127C,SPT10
tM(CAU)J3,IMT3
YGR003W,CUL3
YOR312C,RPL20B
YGR158C,MTR3
YLL042C,ATG10
YEL045C,
YGR052W,FMP48
YOR067C,ALG8
YMR316W,DIA1
YNL066W,SUN4
YPR071W,
YER188W,
YJL167W,ERG20
tQ(UUG)B,
YPR008W,HAA1
YKL216W,URA1
YCR008W,SAT4
YHR174W,ENO2
YDR095C,
YGR209C,TRX2
YKR084C,HBS1
YGR004W,PEX31
tA(AGC)L,
YCL035C,GRX1
YGR106C,VOA1
YIL075C,RPN2
YMR303C,ADH2
YBR192W,RIM2
YJR109C,CPA2
YBR298C-A,
YER186C,
YCL068C,
YPL024W,RMI1
YDR229W,IVY1
YCL030C,HIS4
YKL202W,
YKR036C,CAF4
YER060W,FCY21
YBL057C,PTH2
YDL197C,ASF2
YNL173C,MDG1
YOR339C,UBC11
YOR062C,YOR062C
YNL253W,TEX1
YCL033C,MXR2
YGL242C,
YBR029C,CDS1
YJL085W,EXO70
YLR121C,YPS3
YJL055W,
YGL149W,
YMR254C,
YER152W-A,
YGR146C,ECL1
YBR175W,SWD3
YCL044C,MGR1
Q0297,Q0297
YPR077C,
YIR042C,
YKR090W,PXL1
YLL017W,YLL017W
YOR293W,RPS10A
YER133W,GLC7
YAL005C,SSA1
YMR103C,
YCR057C,PWP2
YHR177W,YHR177W
YMR253C,
YNL209W,SSB2
YIR025W,MND2
YJL090C,DPB11
YBL016W,FUS3
YDR247W,VHS1
YLR254C,NDL1
YKL102C,
YLR055C,SPT8
YBR061C,TRM7
YBR280C,SAF1
YMR088C,VBA1
YCR072C,RSA4
Q0115,BI3
YGL180W,ATG1
YLR340W,RPP0
YBR082C,UBC4
YNL078W,NIS1
YEL017C-A,PMP2
YMR009W,ADI1
tY(GUA)F2,SUP6
YJL099W,CHS6
YMR114C,
YLR412C-A,
YGL089C,MF(ALPHA)2
YPR196W,
YLR413W,INA1
YLR274W,MCM5
YEL077W-A,
YCL008C,STP22
YLR083C,EMP70
YGR289C,MAL11
YCR053W,THR4
YMR193C-A,
YLR106C,MDN1
YEL003W,GIM4
YLR364W,GRX8
YMR306C-A,
YGR244C,LSC2
YMR242C,RPL20A
YFL020C,PAU5
tI(UAU)L,
tG(GCC)M,
YGL047W,ALG13
YDL114W,
YMR239C,RNT1
YFL023W,BUD27
YOR261C,RPN8
YKL168C,KKQ8
YIR026C,YVH1
YOR306C,MCH5
YJL182C,
YPL075W,GCR1
YLR109W,AHP1
YAL059W,ECM1
YOR034C-A,
YLR431C,ATG23
YPR089W,YPR089W
YMR076C,PDS5
YOL031C,SIL1
YCL057C-A,
YGL038C,OCH1
YFR001W,LOC1
YDR135C,YCF1
YPR039W,
YBL026W,LSM2
YLR356W,ATG33
YPR028W,YOP1
YOR054C,VHS3
YBL040C,ERD2
YKR071C,DRE2
YOR322C,LDB19
YER169W,RPH1
YMR181C,
YML080W,DUS1
YLR010C,TEN1
YMR194C-B,CMC4
YLR307W,CDA1
YGL061C,DUO1
YOL044W,PEX15
YGR083C,GCD2
YMR140W,SIP5
NME1,NME1
YHR196W,UTP9
YPL103C,FMP30
YBR165W,UBS1
YMR058W,FET3
YGL219C,MDM34
tY(GUA)Q,
YAL067C,SEO1
YMR295C,
YOL156W,HXT11
YGR127W,
YER078C,ICP55
YDL208W,NHP2
YPR042C,PUF2
YOL145C,CTR9
YMR182C,RGM1
YLR418C,CDC73
YNL014W,HEF3
YDR543C,
YPR012W,
YOR081C,TGL5
YLR398C,SKI2
YAL054C,ACS1
YDR295C,HDA2
YPL013C,MRPS16
YDL005C,MED2
YDR207C,UME6
YLL067W-A,
YFR023W,PES4
YER171W,RAD3
YCR076C,FUB1
YDR401W,
YJL190C,RPS22A
YDR510C-A,
YER051W,JHD1
YPL178W,CBC2
YOR267C,HRK1
YML097C,VPS9
YFL034C-B,MOB2
YJR110W,YMR1
YHR099W,TRA1
YLL016W,SDC25
YHL023C,NPR3
YER048W-A,ISD11
YEL075C,
YKL109W,HAP4
YCR049C,
YLR195C,NMT1
YJR001W,AVT1
YDR222W,
YLR223C,IFH1
YOR170W,
YOR335W-A,
YEL072W,RMD6
tP(UGG)N2,
YDL159C-B,YDL159C-B
YPL003W,ULA1
YGR241C,YAP1802
YKR105C,VBA5
YJL192C,SOP4
YDR311W,TFB1
YGR007W,ECT1
YPL193W,RSA1
YJL142C,IRC9
YLR006C,SSK1
tK(UUU)D,
YHR188C,GPI16
YNL267W,PIK1
YDR044W,HEM13
YNL154C,YCK2
YHR214W,
tR(UCU)E,
YBR296C,PHO89
YBR103C-A,
YFL055W,AGP3
YGL074C,
YDL209C,CWC2
YPL165C,SET6
YBR089C-A,NHP6B
YPR145W,ASN1
YOR358W,HAP5
YGR057C,LST7
YOR153W,PDR5
snR42,SNR42
YLR194C,NCW2
YOL009C,MDM12
YLR270W,DCS1
YIL100W,
YPL038W,MET31
YOR245C,DGA1
YLR290C,COQ11
YLR438W,CAR2
YJR152W,DAL5
YGL263W,COS12
tP(UGG)O2,SUF11
YOR241W,MET7
YJL072C,PSF2
YJR056C,
YLR389C,STE23
YPR160C-A,
YFL002C,SPB4
YDR249C,
YER172C-A,
YNL238W,KEX2
YMR068W,AVO2
YGR176W,
tN(GUU)P,
YJL038C,LOH1
YPR185W,ATG13
YNL057W,
YOR334W,MRS2
YBL081W,
YLL033W,IRC19
YKL196C,YKT6
YGR269W,
YMR144W,FDO1
YBL041W,PRE7
YLR361C,DCR2
YDL212W,SHR3
YCL032W,STE50
Q0032,Q0032
YLR353W,BUD8
YPL167C,REV3
YKL188C,PXA2
YNL183C,NPR1
YPL032C,SVL3
YDR142C,PEX7
YLR123C,
YDR267C,CIA1
YMR060C,SAM37
YKL076C,PSY1
YGR214W,RPS0A
YDR215C,
YER129W,SAK1
YKR026C,GCN3
tK(CUU)J,
YGR095C,RRP46
YFR008W,FAR7
YDR047W,HEM12
YER015W,FAA2
YOL162W,
YNR047W,FPK1
YLR019W,PSR2
YLR209C,PNP1
YLR438C-A,LSM3
YGR134W,CAF130
YMR117C,SPC24
YIL175W,
YBR011C,IPP1
YDR069C,DOA4
YLR314C,CDC3
YDR503C,LPP1
YJR137C,MET5
YNL093W,YPT53
YER181C,
YCR039C,MATALPHA2
YDR080W,VPS41
YAR070C,
YPL074W,YTA6
YJL054W,TIM54
YPL065W,VPS28
YOR226C,ISU2
YOR168W,GLN4
YJL081C,ARP4
YJL219W,HXT9
YER100W,UBC6
YDL174C,DLD1
YOL111C,MDY2
YCR073W-A,SOL2
YOR368W,RAD17
YJL134W,LCB3
YBL096C,
YKL064W,MNR2
YEL006W,YEA6
YBR189W,RPS9B
YLL051C,FRE6
tQ(UUG)E2,
YLR158C,ASP3-3
YNL074C,MLF3
YKL130C,SHE2
YNL329C,PEX6
YKL195W,MIA40
YML068W,ITT1
YLR402W,
YEL049W,PAU2
YGL150C,INO80
YOR131C,
YNL011C,
YDR172W,SUP35
tD(GUC)K,
YKL206C,ADD66
YAR019W-A,
YAR069C,
YOR134W,BAG7
YGR203W,YCH1
YPL220W,RPL1A
YMR257C,PET111
YGL127C,SOH1
YOR078W,BUD21
YKL075C,
YDR286C,
YER037W,PHM8
YJR160C,MPH3
YPL176C,TRE1
YMR221C,FMP42
YJR057W,CDC8
YOL109W,ZEO1
YKL071W,
YPR070W,MED1
YGR202C,PCT1
YAR033W,MST28
YER031C,YPT31
YHR214C-E,
YDL175C,AIR2
YMR003W,AIM34
YGL181W,GTS1
YER050C,RSM18
YLR175W,CBF5
YDR037W,KRS1
YDR151C,CTH1
YGR116W,SPT6
YML081W,TDA9
YGR180C,RNR4
snR4,SNR4
YNL056W,OCA2
YDR004W,RAD57
YHR027C,RPN1
YML018C,
YIL025C,
YER155C,BEM2
YLR146W-A,
YBR297W,MAL33
YBL008W-A,
YJR117W,STE24
YEL034C-A,
YNL022C,RCM1
YML032C,RAD52
YOR192C,THI72
RDN58-1,RDN58-1
YPR108W-A,
YOR304C-A,BIL1
YBL012C,
YBR156C,SLI15
YGL187C,COX4
YLR066W,SPC3
YDL166C,FAP7
YBL077W,
YKR097W,PCK1
YOR145C,PNO1
YOL067C,RTG1
YDR063W,AIM7
YIL112W,HOS4
YNL042W,BOP3
YNL175C,NOP13
YBR162W-A,YSY6
YGL057C,GEP7
YGL244W,RTF1
YPR050C,
YOR116C,RPO31
YOL070C,NBA1
YMR126C,DLT1
YOL033W,MSE1
RDN25-2,RDN25-2
YOR033C,EXO1
tR(UCU)D,
YOL024W,
YNL265C,IST1
YMR179W,SPT21
YMR067C,UBX4
YPL272C,PBI1
YKL108W,SLD2
YDR032C,PST2
YLL018C-A,COX19
YNL131W,TOM22
YNL307C,MCK1
YLR092W,SUL2
YGR287C,IMA1
YIR012W,SQT1
YKL009W,MRT4
YOR324C,FRT1
YOR006C,TSR3
YDL143W,CCT4
YIL156W,UBP7
YOR166C,SWT1
tQ(UUG)E1,
YPR016W-A,
YOR177C,MPC54
YPL077C,
YNR003W-A,
YHR112C,
YMR150C,IMP1
YBR256C,RIB5
YDR071C,PAA1
YDR093W,DNF2
YLR373C,VID22
snR87,SNR87
YJL165C,HAL5
YOL004W,SIN3
YOL125W,TRM13
YML010W,SPT5
YDR149C,
YOR128C,ADE2
YDR384C,ATO3
YIL047C-A,
YGR245C,SDA1
YER053C,PIC2
YLR029C,RPL15A
YIR030W-A,
YGR016W,
YLR224W,UCC1
YLR299W,ECM38
YMR026C,PEX12
YBL076C,ILS1
YHR050W,SMF2
YLR309C,IMH1
YNR038W,DBP6
YIL002C,INP51
YDL164C,CDC9
YJL078C,PRY3
YBR030W,RKM3
YPL047W,SGF11
YGR111W,
YKL015W,PUT3
YOR118W,RTC5
YNR008W,LRO1
YGL077C,HNM1
YPR133C,SPN1
YAR071W,PHO11
YDL049C,KNH1
YEL039C,CYC7
YAL064W,
YHR167W,THP2
YGR037C,ACB1
YPR082C,DIB1
YKR002W,PAP1
YJL020W-A,
YOL010W,RCL1
YBL053W,
YOR083W,WHI5
YLR367W,RPS22B
YHR168W,MTG2
YDR334W,SWR1
YGR109C,CLB6
snR44,SNR44
YCR047W-A,
YPL189C-A,COA2
YNL254C,RTC4
snR63,SNR63
YER044C,ERG28
YGR133W,PEX4
YBR096W,
YDL217C,TIM22
tL(CAA)D,
YKL210W,UBA1
YER048C,CAJ1
YDL036C,PUS9
YDR456W,NHX1
YBL073W,
YHR203C,RPS4B
YNL151C,RPC31
YHR032C-A,
YMR261C,TPS3
YLR280C,
YBR033W,EDS1
YIL046W-A,
YKR046C,PET10
YKL170W,MRPL38
YER028C,MIG3
YOL037C,
YGL258W-A,
YNL090W,RHO2
YDL032W,
YCR098C,GIT1
tI(AAU)D,
YNL038W,GPI15
YMR281W,GPI12
YHR213W-A,
YMR175W-A,
YMR259C,TRM732
YDR221W,GTB1
YGL202W,ARO8
YLR381W,CTF3
YLR448W,RPL6B
YPL056C,LCL1
YLR098C,CHA4
YDR320C,SWA2
YDR344C,
YNR030W,ALG12
YAL016C-A,
YPR074C,TKL1
YOR233W,KIN4
YHR194W,MDM31
YER053C-A,
YNL006W,LST8
YMR047C,NUP116
YHR127W,YHR127W
tD(GUC)J4,
YBL094C,
YLR300W,EXG1
YJL127C-B,YJL127C-B
YOL017W,ESC8
YLR192C,HCR1
YHR149C,SKG6
YLR399W-A,
tR(UCU)B,
YGR296C-B,
YLR293C,GSP1
YHR130C,
YPR094W,RDS3
YHR051W,COX6
YDL056W,MBP1
YDR084C,TVP23
YFL052W,
YIL152W,
YMR205C,PFK2
YMR235C,RNA1
YCR009C,RVS161
YBL036C,
YER143W,DDI1
YDL051W,LHP1
YMR241W,YHM2
YIL155C,GUT2
YPL136W,
YDL161W,ENT1
YOR323C,PRO2
YER014W,HEM14
YLR044C,PDC1
YGL049C,TIF4632
YGR263C,SAY1
YNL214W,PEX17
YNL019C,
YMR316C-A,
YEL008W,
tV(CAC)H,
YJR074W,MOG1
YGR064W,
YBL111C,
YOL030W,GAS5
YER034W,
YMR210W,MGL2
YMR158W,MRPS8
YOL019W-A,
YDR375C,BCS1
YER114C,BOI2
YLR035C,MLH2
YMR162C,DNF3
YJL197W,UBP12
YBR110W,ALG1
YJL048C,UBX6
YGL131C,SNT2
YFL028C,CAF16
YJL208C,NUC1
YOR155C,ISN1
YDR383C,NKP1
YPL154C,PEP4
YDR453C,TSA2
tW(CCA)P,
YNL031C,HHT2
YER008C,SEC3
tS(UGA)E,SUP19
YDR269C,
tD(GUC)M,
YKR050W,TRK2
YDR273W,DON1
YGR257C,MTM1
YJR099W,YUH1
YOR242C,SSP2
YNR019W,ARE2
YAL047W-A,
YDR406W,PDR15
YKL096W,CWP1
YKR061W,KTR2
YIL103W,DPH1
YGL253W,HXK2
YBL001C,ECM15
YPR087W,VPS69
YGL045W,RIM8
YOR086C,TCB1
YDL247W,MPH2
tM(CAU)D,EMT1
YGR222W,PET54
YPR146C,
YLR383W,SMC6
YCR077C,PAT1
ZOD1,ZOD1
YNL049C,SFB2
YGL143C,MRF1
YNR004W,SWM2
YJR016C,ILV3
YML027W,YOX1
YDR545C-A,
YHL030W,ECM29
tK(UUU)P,
YIL094C,LYS12
YGL142C,GPI10
YDL185C-A,
YMR163C,INP2
YER190C-A,
YAL013W,DEP1
YBR111C,YSA1
tP(UGG)O1,
YPL112C,PEX25
YKL040C,NFU1
YJL158C,CIS3
YBR072W,HSP26
YDR276C,PMP3
YHR120W,MSH1
YGR227W,DIE2
YKL013C,ARC19
YMR018W,PEX9
YBL039W-B,YBL039W-B
YIR018C-A,
YGR232W,NAS6
YCR037C,PHO87
YDR298C,ATP5
YIR029W,DAL2
YBR054W,YRO2
YKL065C,YET1
YBL070C,
YDR370C,DXO1
YLR166C,SEC10
YIL066C,RNR3
YML095C,RAD10
YNL098C,RAS2
YDR357C,CNL1
YDL151C,BUD30
YKL141W,SDH3
YCR088W,ABP1
YDR495C,VPS3
YNL293W,MSB3
YMR315W-A,
snR43,SNR43
YMR237W,BCH1
YPL215W,CBP3
YPL135W,ISU1
tR(ACG)K,
YPR184W,GDB1
YPR037C,ERV2
YOR175C,ALE1
YHR145C,
YNL077W,APJ1
YNL177C,MRPL22
YGR277C,CAB4
YNL200C,NNR1
YMR305C,SCW10
YPR035W,GLN1
YLR081W,GAL2
YBR139W,
YML041C,VPS71
YJL111W,CCT7
YKR086W,PRP16
YLR432W,IMD3
YDR259C,YAP6
YIL048W,NEO1
YBR128C,ATG14
YKL016C,ATP7
YBR199W,KTR4
YNL076W,MKS1
YAL066W,
YHR098C,SFB3
YPL015C,HST2
YNL020C,ARK1
YDR502C,SAM2
YDR447C,RPS17B
YDL039C,PRM7
YJL074C,SMC3
YOR164C,GET4
YKL166C,TPK3
YEL042W,GDA1
YML094C-A,YML094C-A
YGR118W,RPS23A
YDL225W,SHS1
YIL006W,YIA6
YHR182W,
YOL097C,WRS1
snR52,SNR52
YMR033W,ARP9
YLR015W,BRE2
YJL137C,GLG2
YER139C,RTR1
YLR465C,BSC3
YDR224C,HTB1
YOR360C,PDE2
YNL155W,CUZ1
YPL234C,VMA11
